class_name,class_description,method,method_description,data_type
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setAutoConnectVoIPWhenJoinMeeting(boolean enabled),Set whether to connect VoIP automatically when the current user joins the meeting.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setClaimHostWithHostKeyActionEnabled(boolean enabled),Set if CLAIM HOST with host key in the meeting is enabled.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setClosedCaptionHidden(boolean bHide),Set whether to hide the closed caption on the main video.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setConfNotificationPriority(int priority),set the priority of the ongoing meeting notification,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setConfNotificatonChannelId(java.lang.String channelId),Set the channel ID of notification for ongoing meeting.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setCustomizedMeetingUIEnabled(boolean enabled),Set whether to enable the option USE CUSTOM MEETING UI.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,"setCustomizedNotificationData(CustomizedNotificationData data,
                             InMeetingNotificationHandle handle)",Customize meeting notification style,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setGalleryVideoViewDisabled(boolean disabled),Set whether to enable video GALLERY VIEW.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setGalleryViewCapacity(int cap),Set the amount of videos in gallery view mode.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setHideFullPhoneNumber4PureCallinUser(boolean bHide),Set whether to enable the option HIDE PHONE NUMBER of participants in the teleconference.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setHideNoVideoUsersEnabled(boolean enabled),Set whether to enable the option HIDE NON-VIDEO PARTICIPANTS.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setKubiDeviceEnabled(boolean enabled),Set whether to enable Kubi device setting.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setLargeShareVideoSceneEnabled(boolean enabled),"/**
 Set whether to display attendees' videos when view the sharing.",void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setMuteMyMicrophoneWhenJoinMeeting(boolean enabled),Set whether to mute microphone when the current user joins the meeting.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setNoInviteH323RoomCallInEnabled(boolean enabled),Set whether to disable invitation from H.323 Room System.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setNoInviteH323RoomCallOutEnabled(boolean enabled),Set whether to disable invitation from H.323 Room System.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setNoLeaveMeetingButtonForHostEnabled(boolean enabled),Set whether to hide leaving button on the dialog when the host leaves meeting.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setNoUserJoinOrLeaveTipEnabled(boolean enabled),"Set whether to enable the tips, NO USER JOINS OR LEAVES.",void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setNoVideoTileOnShareScreenEnabled(boolean enabled),Set whether to enable the options NO MEETING TILE ON SHARED SCREEN.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setPreferredCameraAntibanding(java.lang.String antibanding),Set the preferred antibanding value.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setSwitchVideoLayoutAccordingToUserCountEnabled(boolean enabled),Set whether to enable the feature to switch video layout mode automatically between SPEAKER VIEW and GALLERY VIEW based on the number of users.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setSwitchVideoLayoutUserCountThreshold(int value),Set the threshold for the number of users which is used to switch the video layout automatically.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setTurnOffMyVideoWhenJoinMeeting(boolean enabled),Set whether to turn off the video when the current user joins the meeting.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setVideoOnWhenMyShare(boolean videoOnWhenMyShare),Do not turn off video when my share start.,void
uz.zoom.sdk.MeetingStatus,Meeting status.,valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static MeetingStatus
uz.zoom.sdk.MeetingStatus,Meeting status.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static MeetingStatus[]
uz.zoom.sdk.MeetingViewsOptions,The visibility of options on meeting view.,N/A,N/A,N/A
uz.zoom.sdk.MobileRTCDialinCountry,N/A,getAllCountries(),Get all available countries configured in web server.,java.util.ArrayList<java.lang.String>
uz.zoom.sdk.MobileRTCDialinCountry,N/A,getHash(),Get hash algorithm.,java.lang.String
uz.zoom.sdk.MobileRTCDialinCountry,N/A,getSelectedCountries(),Get the countries selected by user.,java.util.ArrayList<java.lang.String>
uz.zoom.sdk.MobileRTCDialinCountry,N/A,isIncludedTollfree(),Query if the toll-free number is included in the list of dialing in.,boolean
uz.zoom.sdk.MobileRTCDialinCountry,N/A,setAllCountries(java.util.ArrayList<java.lang.String> allCountries),Set all available countries on web server.,void
uz.zoom.sdk.MobileRTCDialinCountry,N/A,setHash(java.lang.String hash),Set hash algorithm,void
uz.zoom.sdk.MobileRTCDialinCountry,N/A,setIncludedTollfree(boolean includedTollfree),Set the incoming call numbers including toll-free number.,void
uz.zoom.sdk.MobileRTCDialinCountry,N/A,setSelectedCountries(java.util.ArrayList<java.lang.String> selectedCountries),Set the countries selected by user.,void
uz.zoom.sdk.MobileRTCRawDataError,N/A,valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static MobileRTCRawDataError
uz.zoom.sdk.MobileRTCRawDataError,N/A,values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static MobileRTCRawDataError[]
uz.zoom.sdk.MobileRTCRenderInfo,Render information of ZOOM video view unit: location and size.,toString(),N/A,java.lang.String
uz.zoom.sdk.MobileRTCSDKError,N/A,valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static MobileRTCSDKError
uz.zoom.sdk.MobileRTCSDKError,N/A,values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static MobileRTCSDKError[]
uz.zoom.sdk.MobileRTCShareView,ZOOM sharing view container.,setShareImageBitmap(android.graphics.Bitmap bmp),Add the image to the view and share it.,boolean
uz.zoom.sdk.MobileRTCShareView,ZOOM sharing view container.,"setSharePDF(java.lang.String filePath,
           java.lang.String password)",Add a PDF file to the view and it will be shared when sharing.,boolean
uz.zoom.sdk.MobileRTCShareView,ZOOM sharing view container.,setShareWebview(java.lang.String url),Add a webpage to the view and share it.,boolean
uz.zoom.sdk.MobileRTCShareView,ZOOM sharing view container.,setShareWhiteboard(),Start sharing a White board.,boolean
uz.zoom.sdk.MobileRTCSMSVerificationError,N/A,valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static MobileRTCSMSVerificationError
uz.zoom.sdk.MobileRTCSMSVerificationError,N/A,values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static MobileRTCSMSVerificationError[]
uz.zoom.sdk.MobileRTCVideoUnitAspectMode,Enumeration of video aspect modes.,N/A,N/A,N/A
uz.zoom.sdk.MobileRTCVideoUnitRenderInfo,Render information of meeting video unit.,N/A,N/A,N/A
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,beforeGLContextDestroyed(),N/A,void
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,getVideoViewManager(),Get a manager object of the video view.,MobileRTCVideoViewManager
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,isVisibleToUser(),N/A,protected boolean
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,onDoubleTap(android.view.MotionEvent e),N/A,boolean
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,onDoubleTapEvent(android.view.MotionEvent e),N/A,boolean
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,onDown(android.view.MotionEvent e),N/A,boolean
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,"onFling(android.view.MotionEvent e1,
       android.view.MotionEvent e2,
       float velocityX,
       float velocityY)",N/A,boolean
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,onLongPress(android.view.MotionEvent e),N/A,void
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,onPause(),Pause videoview rendering.,void
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,onResume(),Resume videoview rendering.,void
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,"onScroll(android.view.MotionEvent e1,
        android.view.MotionEvent e2,
        float distanceX,
        float distanceY)",N/A,boolean
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,onShowPress(android.view.MotionEvent e),N/A,void
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,onSingleTapConfirmed(android.view.MotionEvent e),N/A,boolean
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,onSingleTapUp(android.view.MotionEvent e),N/A,boolean
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,setGestureDetectorEnabled(boolean isEnabled),Set whether to enable gesture detector of shared unit.,void
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,setZOrderMediaOverlay(boolean isMediaOverlay),"See https://developer.android.com/reference/android/view/SurfaceView

 Whether the surface view is placed at the top of another regular surface view in the window.",void
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,setZOrderOnTop(boolean onTop),"See https://developer.android.com/reference/android/view/SurfaceView

 Controls whether the surface of the view is in its top window.",void
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,surfaceCreated(),N/A,void
uz.zoom.sdk.MobileRTCVideoView,Meeting video view class.,surfaceDestroyed(),N/A,void
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",addActiveVideoUnit(MobileRTCVideoUnitRenderInfo renderInfo),Add an active video unit to the MobileRTCVideoView.,boolean
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.","addAttendeeVideoUnit(long userId,
                    MobileRTCVideoUnitRenderInfo renderInfo)",Add the specified attendee's video unit to the MobileRTCVideoView.,boolean
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",addPreviewVideoUnit(MobileRTCVideoUnitRenderInfo renderInfo),Add video preview unit to the MobileRTCVideoView.,boolean
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.","addShareVideoUnit(long userId,
                 MobileRTCRenderInfo renderInfo)",Add a shared video unit to the MobileRTCVideoView.,boolean
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",removeActiveVideoUnit(),Remove active video unit from the MobileRTCVideoView.,void
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",removeAllAttendeeVideoUnit(),Remove all attendees' video units from the MobileRTCVideoView.,void
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",removeAllVideoUnits(),Remove all video units from the MobileRTCVideoView.,void
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",removeAttendeeVideoUnit(long userId),Remove the specified attendee's video unit from the MobileRTCVideoView.,void
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",removePreviewVideoUnit(),Remove video preview unit from the MobileRTCVideoView.,void
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",removeShareVideoUnit(),Remove shared video unit from the MobileRTCVideoView.,void
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",shareContentToViewX(float x),N/A,float
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",shareContentToViewY(float y),N/A,float
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",updateActiveVideoUnit(MobileRTCVideoUnitRenderInfo renderInfo),Update active video unit render information in the MobileRTCVideoView.,void
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.","updateAttendeeVideoUnit(long userId,
                       MobileRTCVideoUnitRenderInfo renderInfo)",Update the specified attendee's video unit render information in the MobileRTCVideoView.,void
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",updatePreviewVideoUnit(MobileRTCVideoUnitRenderInfo renderInfo),Update preview video unit render information in the MobileRTCVideoView.,void
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",updateShareVideoUnit(MobileRTCRenderInfo renderInfo),Update shared video unit render information in the MobileRTCVideoView.,void
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",viewToShareContentX(float x),N/A,float
uz.zoom.sdk.MobileRTCVideoViewManager,"Meeting MobileRTCVideoView manager class.
 Get the manager object by the interface in MobileRTCVideoView to add/remove/clean up video units.",viewToShareContentY(float y),N/A,float
uz.zoom.sdk.NetworkConnectionListener,Callback event of completing the detection of proxy.,onProxySettingNotification(ProxySettingHandler handler),The callback will be triggered if the proxy requests to input the username and password.,void
uz.zoom.sdk.NetworkConnectionListener,Callback event of completing the detection of proxy.,onSSLCertVerifyNotification(SSLCertVerificationHandler handler),The callback will be triggered when the SSL is verified.,void
uz.zoom.sdk.PairingRoomSystemResult,Pair room system status,N/A,N/A,N/A
uz.zoom.sdk.PreMeetingError,Pre-meeting Error codes.,N/A,N/A,N/A
uz.zoom.sdk.PreMeetingService,ZOOM pre-meeting service.,addListener(PreMeetingServiceListener listener),Register a listener for pre-meeting event.,void
uz.zoom.sdk.PreMeetingService,ZOOM pre-meeting service.,createScheduleMeetingItem(),Create the item to schedule a meeting.,MeetingItem
uz.zoom.sdk.PreMeetingService,ZOOM pre-meeting service.,deleteMeeting(long meetingUniqueId),Delete a meeting by meeting item.,MobileRTCSDKError
uz.zoom.sdk.PreMeetingService,ZOOM pre-meeting service.,editMeeting(MeetingItem item),Edit a meeting by meeting item.,PreMeetingService.ScheduleOrEditMeetingError
uz.zoom.sdk.PreMeetingService,ZOOM pre-meeting service.,getMeetingItemByUniqueId(long meetingUniqueId),Get a meeting item object by meeting unique ID.,MeetingItem
uz.zoom.sdk.PreMeetingService,ZOOM pre-meeting service.,listMeeting(),List all meetings of current logged-in user.,MobileRTCSDKError
uz.zoom.sdk.PreMeetingService,ZOOM pre-meeting service.,removeListener(PreMeetingServiceListener listener),Unregister the listener,void
uz.zoom.sdk.PreMeetingService,ZOOM pre-meeting service.,scheduleMeeting(MeetingItem item),Schedule a meeting with the item.,PreMeetingService.ScheduleOrEditMeetingError
uz.zoom.sdk.PreMeetingService.ScheduleOrEditMeetingError,Enumeration of error types when scheduling or editing a meeting.,valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static PreMeetingService.ScheduleOrEditMeetingError
uz.zoom.sdk.PreMeetingService.ScheduleOrEditMeetingError,Enumeration of error types when scheduling or editing a meeting.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static PreMeetingService.ScheduleOrEditMeetingError[]
uz.zoom.sdk.PreMeetingServiceListener,ZOOM pre-meeting service listener.,onDeleteMeeting(int result),Callback of deleting meeting.,void
uz.zoom.sdk.PreMeetingServiceListener,ZOOM pre-meeting service listener.,"onListMeeting(int result,
             java.util.List<java.lang.Long> meetingList)",List meeting callback events.,void
uz.zoom.sdk.PreMeetingServiceListener,ZOOM pre-meeting service listener.,"onScheduleMeeting(int result,
                 long meetingUniqueId)",Callback of scheduling a meeting.,void
uz.zoom.sdk.PreMeetingServiceListener,ZOOM pre-meeting service listener.,"onUpdateMeeting(int result,
               long meetingUniqueId)",Callback of editing a meeting.,void
uz.zoom.sdk.ProxySettingHandler,N/A,cancel(),Cancel to input the username and password of the proxy.,void
uz.zoom.sdk.ProxySettingHandler,N/A,getProxyDescription(),Get the description of the proxy.,java.lang.String
uz.zoom.sdk.ProxySettingHandler,N/A,getProxyHost(),Get the address of the proxy host.,java.lang.String
uz.zoom.sdk.ProxySettingHandler,N/A,getProxyPort(),Get the proxy port.,int
uz.zoom.sdk.ProxySettingHandler,N/A,"inputUsernamePassword(java.lang.String userName,
                     java.lang.String psw)",Input the username and password of the proxy.,void
uz.zoom.sdk.QAItemInfo,N/A,amILiveAnswering(),Query  myself is the live answer.,boolean
uz.zoom.sdk.QAItemInfo,N/A,getAnswerList(),Get the answer  information list,java.util.List<IAnswerItem>
uz.zoom.sdk.QAItemInfo,N/A,getLiveAnswerName(),Get the name of live answering.,java.lang.String
uz.zoom.sdk.QAItemInfo,N/A,getQuestionID(),Get question id,java.lang.String
uz.zoom.sdk.QAItemInfo,N/A,getSenderName(),Get the question sender user name,java.lang.String
uz.zoom.sdk.QAItemInfo,N/A,getState(),Get question status,int
uz.zoom.sdk.QAItemInfo,N/A,getText(),Get question content,java.lang.String
uz.zoom.sdk.QAItemInfo,N/A,getTimeStamp(),Get question add timestamp,long
uz.zoom.sdk.QAItemInfo,N/A,getUpvoteNum(),Get upvote number,int
uz.zoom.sdk.QAItemInfo,N/A,hasLiveAnswers(),Query the question  has live answers,boolean
uz.zoom.sdk.QAItemInfo,N/A,hasTextAnswers(),Query the question  has text answers,boolean
uz.zoom.sdk.QAItemInfo,N/A,isAnonymous(),Query is the question anonymous,boolean
uz.zoom.sdk.QAItemInfo,N/A,isLiveAnswering(),Query the question is live answering,boolean
uz.zoom.sdk.QAItemInfo,N/A,isMarkedAsAnswered(),Query is the question marked as answered.,boolean
uz.zoom.sdk.QAItemInfo,N/A,isMarkedAsDismissed(),Query is the question marked as dismissed.,boolean
uz.zoom.sdk.QAItemInfo,N/A,isMarkedAsRead(),N/A,boolean
uz.zoom.sdk.QAItemInfo,N/A,isMySelfUpvoted(),Query if myself has upvote the question,boolean
uz.zoom.sdk.QAItemInfo,N/A,isSenderMyself(),Query if the question send  by myself.,boolean
uz.zoom.sdk.RoomSystemDevice,Meeting room device class.,getAddress(),Get device address of room system.,java.lang.String
uz.zoom.sdk.RoomSystemDevice,Meeting room device class.,getDeviceType(),Get device type.,int
uz.zoom.sdk.RoomSystemDevice,Meeting room device class.,getDisplayName(),Get device name of room system.,java.lang.String
uz.zoom.sdk.RoomSystemDevice,Meeting room device class.,getE164num(),Get E.164 number.,java.lang.String
uz.zoom.sdk.RoomSystemDevice,Meeting room device class.,getEncrypt(),Get encryption type.,int
uz.zoom.sdk.RoomSystemDevice,Meeting room device class.,getIp(),Get device IP of room system.,java.lang.String
uz.zoom.sdk.RoomSystemDevice,Meeting room device class.,getName(),Get device name of room system.,java.lang.String
uz.zoom.sdk.RoomSystemDevice,Meeting room device class.,setDeviceType(int deviceType),Set device type.,void
uz.zoom.sdk.RoomSystemDevice,Meeting room device class.,setE164num(java.lang.String e164num),Set E.164 number.,void
uz.zoom.sdk.RoomSystemDevice,Meeting room device class.,setEncrypt(int encrypt),Set encryption type.,void
uz.zoom.sdk.RoomSystemDevice,Meeting room device class.,setIp(java.lang.String ip),Set device IP of room system.,void
uz.zoom.sdk.RoomSystemDevice,Meeting room device class.,setName(java.lang.String name),Set device name of room system.,void
uz.zoom.sdk.SessionNetQualityLevel,Quality of session network.,N/A,N/A,N/A
uz.zoom.sdk.SmsListener,N/A,"onNeedRealNameAuthMeetingNotification(java.util.List<ZoomSDKCountryCode> supportCountryList,
                                     java.lang.String privacyUrl,
                                     IZoomRetrieveSMSVerificationCodeHandler handler)",N/A,void
uz.zoom.sdk.SmsListener,N/A,"onRetrieveSMSVerificationCodeResultNotification(MobileRTCSMSVerificationError result,
                                               IZoomVerifySMSVerificationCodeHandler handler)",N/A,void
uz.zoom.sdk.SmsListener,N/A,onVerifySMSVerificationCodeResultNotification(MobileRTCSMSVerificationError result),N/A,void
uz.zoom.sdk.SmsService,N/A,addListener(SmsListener listener),N/A,void
uz.zoom.sdk.SmsService,N/A,enableZoomAuthRealNameMeetingUIShown(boolean enable),N/A,boolean
uz.zoom.sdk.SmsService,N/A,getRealNameAuthPrivacyURL(),N/A,java.lang.String
uz.zoom.sdk.SmsService,N/A,getResendSMSVerificationCodeHandler(),N/A,IZoomRetrieveSMSVerificationCodeHandler
uz.zoom.sdk.SmsService,N/A,getReVerifySMSVerificationCodeHandler(),N/A,IZoomVerifySMSVerificationCodeHandler
uz.zoom.sdk.SmsService,N/A,getSupportPhoneNumberCountryList(),N/A,java.util.List<ZoomSDKCountryCode>
uz.zoom.sdk.SmsService,N/A,removeListener(SmsListener listener),N/A,void
uz.zoom.sdk.SmsService,N/A,"setDefaultCellPhoneInfo(java.lang.String countryCode,
                       java.lang.String phoneNumber)",N/A,boolean
uz.zoom.sdk.SSLCertVerificationHandler,N/A,cancel(),The SSL certificate is not trusted.,void
uz.zoom.sdk.SSLCertVerificationHandler,N/A,getCertFingerprint(),Get the SSL certificate's fingerprint.,java.lang.String
uz.zoom.sdk.SSLCertVerificationHandler,N/A,getCertIssuedBy(),Get the value that who issues the SSL certificate.,java.lang.String
uz.zoom.sdk.SSLCertVerificationHandler,N/A,getCertIssuedTo(),Get the value of whom the SSL certificate is issued to.,java.lang.String
uz.zoom.sdk.SSLCertVerificationHandler,N/A,getCertSerialNum(),Get the serial number of the SSL certificate.,java.lang.String
uz.zoom.sdk.SSLCertVerificationHandler,N/A,trust(),The SSL certificate is trusted.,void
uz.zoom.sdk.StartMeetingOptions,Meeting options for starting a meeting.,N/A,N/A,N/A
uz.zoom.sdk.StartMeetingParams,Parameters for starting a meeting.,N/A,N/A,N/A
uz.zoom.sdk.StartMeetingParams4APIUser,Parameters for starting a meeting for API user without ZAK.,N/A,N/A,N/A
uz.zoom.sdk.StartMeetingParams4NormalUser,Parameters for singed-in user to start a meeting.,N/A,N/A,N/A
uz.zoom.sdk.StartMeetingParamsWithoutLogin,Parameters for a user to start a meeting without login.,N/A,N/A,N/A
uz.zoom.sdk.ZoomApiError,ZOOM application error code definitions.,N/A,N/A,N/A
uz.zoom.sdk.ZoomAppLocal,N/A,valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static ZoomAppLocal
uz.zoom.sdk.ZoomAppLocal,N/A,values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static ZoomAppLocal[]
uz.zoom.sdk.ZoomAuthenticationError,ZOOM authentication error code definitions.,N/A,N/A,N/A
uz.zoom.sdk.ZoomError,ZOOM error code definitions.,N/A,N/A,N/A
uz.zoom.sdk.ZoomRetrieveSMSVerificationCodeHandlerImpl,N/A,cancelAndLeaveMeeting(),N/A,boolean
uz.zoom.sdk.ZoomRetrieveSMSVerificationCodeHandlerImpl,N/A,"retrieve(java.lang.String country_code,
        java.lang.String phone_number)",N/A,boolean
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,addAuthenticationListener(ZoomSDKAuthenticationListener listener),Register a listener for the callback events of user authentication.,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,addNetworkConnectionListener(NetworkConnectionListener listener),Register a listener to receive the NetworkConnectionHandler.,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getAccountService(),Get account service instance.,AccountService
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getDomain(),Get current domain.,java.lang.String
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getInMeetingService(),Get InMeetingService instance.,InMeetingService
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getInstance(),Get a shared instance of ZOOM SDK.,static ZoomSDK
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getMeetingService(),Get the instance of meeting service.,MeetingService
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getMeetingSettingsHelper(),Get MeetingSettingsHelper instance.,MeetingSettingsHelper
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getPreferenceKeyIsAppVerified(),N/A,java.lang.String
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getPreferenceKeyLastVerifiedAppKey(),N/A,java.lang.String
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getPreferenceKeyLastVerifiedAppSecret(),N/A,java.lang.String
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getPreferenceKeyLastVerifiedJwtToken(),N/A,java.lang.String
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getPreMeetingService(),Get preMeetingService instance.,PreMeetingService
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getSdkLocale(android.content.Context context),Get current ZOOM SDK locale configuration.,java.util.Locale
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getSmsService(),Get Sms Service for real name auth for chinese user.,SmsService
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getVersion(android.content.Context context),Get ZOOM SDK version on Android.,java.lang.String
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,getZoomUIService(),Get ZoomUIService instance.,ZoomUIService
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,hasRawDataLicense(),Query is has raw data license.,boolean
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"initialize(android.content.Context context,
          java.lang.String appKey,
          java.lang.String appSecret,
          boolean autoRetryVerifyApp,
          ZoomSDKInitializeListener listener)",Deprecated. ,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"initialize(android.content.Context context,
          java.lang.String appKey,
          java.lang.String appSecret,
          java.lang.String domain,
          boolean autoRetryVerifyApp,
          ZoomSDKInitializeListener listener)",Deprecated. ,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"initialize(android.content.Context context,
          java.lang.String appKey,
          java.lang.String appSecret,
          java.lang.String domain,
          boolean autoRetryVerifyApp,
          ZoomSDKInitializeListener listener,
          boolean enableLog)",Deprecated. ,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"initialize(android.content.Context context,
          java.lang.String appKey,
          java.lang.String appSecret,
          java.lang.String domain,
          boolean autoRetryVerifyApp,
          ZoomSDKInitializeListener listener,
          boolean enableLog,
          int logSize)",Deprecated. ,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"initialize(android.content.Context context,
          java.lang.String appKey,
          java.lang.String appSecret,
          java.lang.String domain,
          ZoomSDKInitializeListener listener)",Deprecated. ,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"initialize(android.content.Context context,
          java.lang.String appKey,
          java.lang.String appSecret,
          java.lang.String domain,
          ZoomSDKInitializeListener listener,
          boolean enableLog)",Deprecated. ,void
